Benchmark, Metaallo-Dangling, Baseline, Times Degradation
401.bzip2, 439.39, 436.23
401.bzip2, 439.16, 437.03
401.bzip2, 439.48, 436.50
401.bzip2, 439.43, 437.08
TOTAL:401.bzip2, 1757.46, 1746.84, 1.006


403.gcc, 1214.62, 357.56
403.gcc, 1267.15, 303.34
403.gcc, 1199.04, 359.60
403.gcc, 1190.53, 299.02
TOTAL:403.gcc, 4871.34, 1319.52, 3.691


433.milc, 713.84, 564.46
433.milc, 712.24, 514.25
433.milc, 712.93, 514.10
433.milc, 713.37, 487.07
TOTAL:433.milc, 2852.38, 2079.88, 1.371


445.gobmk, 666.03, 454.12
445.gobmk, 664.83, 455.59
445.gobmk, 612.04, 442.08
445.gobmk, 610.92, 446.02
TOTAL:445.gobmk, 2553.82, 1797.81, 1.420


456.hmmer, 385.01, 384.39
456.hmmer, 384.61, 383.46
456.hmmer, 387.07, 383.51
456.hmmer, 385.63, 383.43
TOTAL:456.hmmer, 1542.32, 1534.79, 1.004


458.sjeng, 518.77, 432.31
458.sjeng, 531.99, 410.09
458.sjeng, 543.57, 439.73
458.sjeng, 511.31, 410.30
TOTAL:458.sjeng, 2105.64, 1692.43, 1.244


462.libquantum, 457.57, 410.24
462.libquantum, 388.68, 473.31
462.libquantum, 391.18, 466.02
462.libquantum, 390.79, 483.22
TOTAL:462.libquantum, 1628.22, 1832.79, .888


464.h264ref, 496.56, 485.41
464.h264ref, 496.98, 485.58
464.h264ref, 497.05, 485.59
464.h264ref, 497.13, 487.30
TOTAL:464.h264ref, 1987.72, 1943.88, 1.022


470.lbm, 400.31, 373.69
470.lbm, 506.81, 482.09
470.lbm, 514.39, 358.32
470.lbm, 346.04, 373.28
TOTAL:470.lbm, 1767.55, 1587.38, 1.113


482.sphinx3, 2000.46, 444.38
482.sphinx3, 2001.07, 443.95
482.sphinx3, 2000.25, 445.09
482.sphinx3, 2001.97, 443.45
TOTAL:482.sphinx3, 8003.75, 1776.87, 4.504


400.perlbench, 3720.91, 297.23
400.perlbench, 3722.83, 298.60
400.perlbench, 3723.57, 296.83
400.perlbench, 3722.86, 295.96
TOTAL:400.perlbench, 14890.17, 1188.62, 12.527


444.namd, 3525.35, 326.71
444.namd, 3525.28, 326.59
444.namd, 3523.94, 326.27
444.namd, 3522.78, 326.64
TOTAL:444.namd, 14097.35, 1306.21, 10.792


447.dealII, 321.48, 261.11
447.dealII, 311.19, 274.63
447.dealII, 2211.88, 275.94
447.dealII, 328.92, 260.77
TOTAL:447.dealII, 3173.47, 1072.45, 2.959


450.soplex, 0.34, 194.44
450.soplex, 0.33, 205.93
450.soplex, 0.31, 221.84
450.soplex, 0.26, 210.97
TOTAL:450.soplex, 1.24, 833.18, .001


453.povray, 0.41, 122.22
453.povray, 0.37, 121.73
453.povray, 0.23, 121.70
453.povray, 0.23, 122.15
TOTAL:453.povray, 1.24, 487.80, .002


471.omnetpp, 1967.76, 239.18
471.omnetpp, 1833.26, 224.18
471.omnetpp, 1827.38, 230.08
471.omnetpp, 1847.90, 302.82
TOTAL:471.omnetpp, 7476.30, 996.26, 7.504


473.astar, 560.62, 318.84
473.astar, 597.34, 317.90
473.astar, 592.25, 318.61
473.astar, 597.35, 317.67
TOTAL:473.astar, 2347.56, 1273.02, 1.844


483.xalancbmk, 351.74, 130.59
483.xalancbmk, 371.44, 128.13
483.xalancbmk, 369.22, 128.27
483.xalancbmk, 350.73, 131.19
TOTAL:483.xalancbmk, 1443.13, 518.18, 2.784


