Benchmark, Metaallo-Dangling, Baseline, Times Degradation
401.bzip2, 442.27, 436.38
401.bzip2, 440.72, 433.94
401.bzip2, 439.56, 433.54
401.bzip2, 439.04, 433.66
TOTAL:401.bzip2, 1761.59, 1737.52, 1.013


403.gcc, 451.23, 300.74
403.gcc, 487.08, 298.36
403.gcc, 460.95, 301.20
403.gcc, 487.53, 301.18
TOTAL:403.gcc, 1886.79, 1201.48, 1.570


433.milc, 547.76, 460.19
433.milc, 527.16, 461.82
433.milc, 527.75, 460.69
433.milc, 583.58, 461.66
TOTAL:433.milc, 2186.25, 1844.36, 1.185


445.gobmk, 563.13, 443.72
445.gobmk, 565.16, 442.07
445.gobmk, 560.41, 444.14
445.gobmk, 565.49, 443.01
TOTAL:445.gobmk, 2254.19, 1772.94, 1.271


456.hmmer, 385.17, 383.18
456.hmmer, 385.49, 383.91
456.hmmer, 385.35, 383.65
456.hmmer, 385.26, 385.70
TOTAL:456.hmmer, 1541.27, 1536.44, 1.003


458.sjeng, 583.41, 411.04
458.sjeng, 566.84, 410.81
458.sjeng, 586.60, 412.55
458.sjeng, 591.46, 410.63
TOTAL:458.sjeng, 2328.31, 1645.03, 1.415


462.libquantum, 377.37, 368.26
462.libquantum, 424.73, 369.56
462.libquantum, 496.21, 368.81
462.libquantum, 599.93, 371.04
TOTAL:462.libquantum, 1898.24, 1477.67, 1.284


464.h264ref, 493.78, 486.52
464.h264ref, 494.60, 487.82
464.h264ref, 493.77, 487.49
464.h264ref, 493.75, 488.21
TOTAL:464.h264ref, 1975.90, 1950.04, 1.013


470.lbm, 347.73, 335.70
470.lbm, 335.09, 335.64
470.lbm, 389.29, 335.98
470.lbm, 427.85, 335.50
TOTAL:470.lbm, 1499.96, 1342.82, 1.117


482.sphinx3, 462.50, 443.04
482.sphinx3, 460.50, 442.94
482.sphinx3, 459.27, 442.70
482.sphinx3, 458.98, 443.50
TOTAL:482.sphinx3, 1841.25, 1772.18, 1.038


400.perlbench, 6.58, 295.26
400.perlbench, 6.76, 294.42
400.perlbench, 6.48, 297.01
400.perlbench, 6.35, 295.76
TOTAL:400.perlbench, 26.17, 1182.45, .022


444.namd, 327.39, 327.40
444.namd, 326.27, 326.71
444.namd, 326.94, 326.41
444.namd, 331.06, 328.15
TOTAL:444.namd, 1311.66, 1308.67, 1.002


447.dealII, 380.55, 240.98
447.dealII, 390.70, 242.65
447.dealII, 384.80, 244.66
447.dealII, 386.48, 241.31
TOTAL:447.dealII, 1542.53, 969.60, 1.590


450.soplex, 0.19, 196.66
450.soplex, 0.19, 194.77
450.soplex, 0.19, 195.31
450.soplex, 0.19, 194.59
TOTAL:450.soplex, .76, 781.33, 0


453.povray, 0.21, 122.79
453.povray, 0.21, 122.81
453.povray, 0.20, 123.04
453.povray, 0.21, 122.76
TOTAL:453.povray, .83, 491.40, .001


471.omnetpp, 1383.13, 224.23
471.omnetpp, 1545.94, 226.08
471.omnetpp, 1379.10, 229.41
471.omnetpp, 1383.24, 226.60
TOTAL:471.omnetpp, 5691.41, 906.32, 6.279


473.astar, 676.08, 316.47
473.astar, 696.25, 316.64
473.astar, 677.23, 316.78
473.astar, 672.43, 315.78
TOTAL:473.astar, 2721.99, 1265.67, 2.150


483.xalancbmk, 247.26, 127.97
483.xalancbmk, 258.62, 128.86
483.xalancbmk, 253.65, 129.34
483.xalancbmk, 248.59, 129.55
TOTAL:483.xalancbmk, 1008.12, 515.72, 1.954


