Benchmark, Metaallo-Dangling, Baseline, Times Degradation
401.bzip2, 439.21, 436.85
401.bzip2, 440.62, 436.77
401.bzip2, 439.38, 436.86
401.bzip2, 439.89, 436.90
TOTAL:401.bzip2, 1759.10, 1747.38, 1.006


403.gcc, 1004.16, 364.78
403.gcc, 1008.89, 303.71
403.gcc, 922.35, 299.09
403.gcc, 956.31, 358.73
TOTAL:403.gcc, 3891.71, 1326.31, 2.934


433.milc, 780.59, 510.50
433.milc, 940.13, 746.44
433.milc, 794.98, 479.39
433.milc, 803.41, 749.10
TOTAL:433.milc, 3319.11, 2485.43, 1.335


445.gobmk, 677.76, 452.34
445.gobmk, 716.57, 443.01
445.gobmk, 731.67, 455.05
445.gobmk, 729.26, 454.35
TOTAL:445.gobmk, 2855.26, 1804.75, 1.582


456.hmmer, 384.93, 383.52
456.hmmer, 386.01, 383.71
456.hmmer, 384.64, 383.47
456.hmmer, 384.84, 383.54
TOTAL:456.hmmer, 1540.42, 1534.24, 1.004


458.sjeng, 532.83, 410.16
458.sjeng, 509.45, 440.41
458.sjeng, 546.41, 440.17
458.sjeng, 544.31, 439.89
TOTAL:458.sjeng, 2133.00, 1730.63, 1.232


462.libquantum, 416.13, 374.67
462.libquantum, 517.57, 373.95
462.libquantum, 681.71, tee:
462.libquantum, 427.66, ref.out372.44
TOTAL:462.libquantum, 2043.07, , 


464.h264ref, 495.78, 485.44
464.h264ref, 497.25, 485.68
464.h264ref, 497.24, 485.39
464.h264ref, 497.13, 485.88
TOTAL:464.h264ref, 1987.40, 1942.39, 1.023


470.lbm, 369.97, 366.30
470.lbm, 368.17, 415.13
470.lbm, 372.25, 413.61
470.lbm, 514.61, 512.29
TOTAL:470.lbm, 1625.00, 1707.33, .951


482.sphinx3, 471.98, 442.75
482.sphinx3, 472.46, 443.15
482.sphinx3, 471.85, 443.36
482.sphinx3, 477.76, 442.84
TOTAL:482.sphinx3, 1894.05, 1772.10, 1.068


400.perlbench, 3740.19, 298.57
400.perlbench, 3738.89, 296.79
400.perlbench, 3733.79, 297.12
400.perlbench, 3739.41, 295.34
TOTAL:400.perlbench, 14952.28, 1187.82, 12.588


444.namd, 328.48, 327.88
444.namd, 329.72, 326.42
444.namd, 329.05, 326.77
444.namd, 328.59, 326.55
TOTAL:444.namd, 1315.84, 1307.62, 1.006


447.dealII, 323.43, 272.83
447.dealII, 323.03, 272.95
447.dealII, 327.16, 260.52
447.dealII, 326.97, 262.39
TOTAL:447.dealII, 1300.59, 1068.69, 1.216


450.soplex, 0.25, 209.20
450.soplex, 0.27, 211.33
450.soplex, 0.27, 245.12
450.soplex, 0.25, 194.97
TOTAL:450.soplex, 1.04, 860.62, .001


453.povray, 0.25, 122.40
453.povray, 0.24, 123.17
453.povray, 0.25, 122.05
453.povray, 0.25, 121.86
TOTAL:453.povray, .99, 489.48, .002


471.omnetpp, 1962.47, 240.22
471.omnetpp, 1937.43, 233.32
471.omnetpp, 1859.28, 222.56
471.omnetpp, 1815.10, 229.21
TOTAL:471.omnetpp, 7574.28, 925.31, 8.185


473.astar, 623.94, 316.72
473.astar, 614.02, 316.86
473.astar, 614.42, 318.81
473.astar, 587.46, 317.94
TOTAL:473.astar, 2439.84, 1270.33, 1.920


483.xalancbmk, 359.77, 128.24
483.xalancbmk, 354.48, 134.55
483.xalancbmk, 360.31, 135.50
483.xalancbmk, 371.21, 133.19
TOTAL:483.xalancbmk, 1445.77, 531.48, 2.720


