Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs
16, 8700, 24, 8676
16, 9103, 29, 9074
16, 14187, 521, 13666
16, 13956, 527, 13429
16, 14047, 546, 13501
16, 13967, 550, 13417
16, 13967, 580, 13387
16, 13832, 590, 13242
16, 13851, 592, 13259
16, 14111, 593, 13518
16, 13995, 612, 13383
16, 14085, 614, 13471
16, 13891, 615, 13276
16, 14070, 619, 13451
16, 13885, 626, 13259
16, 14039, 626, 13413
16, 14006, 631, 13375
16, 13874, 639, 13235
16, 13909, 643, 13266
16, 13794, 655, 13139
16, 13944, 665, 13279
16, 13729, 668, 13061
16, 13800, 675, 13125
16, 12978, 736, 12242
16, 12896, 737, 12159
16, 12980, 746, 12234
16, 12972, 778, 12194
16, 12833, 789, 12044
16, 12918, 789, 12129
16, 13077, 792, 12285
16, 12920, 810, 12110
16, 12933, 810, 12123
16, 12864, 817, 12047
16, 13140, 817, 12323
16, 13062, 820, 12242
16, 12966, 821, 12145
16, 12914, 822, 12092
16, 13147, 822, 12325
16, 13144, 824, 12320
16, 12886, 825, 12061
16, 12945, 825, 12120
16, 12950, 825, 12125
16, 13014, 826, 12188
16, 12869, 829, 12040
16, 12963, 830, 12133
16, 13035, 830, 12205
16, 13101, 830, 12271
16, 12965, 831, 12134
16, 13067, 831, 12236
16, 13199, 831, 12368
16, 13010, 832, 12178
16, 13063, 833, 12230
16, 13084, 833, 12251
16, 12953, 834, 12119
16, 12944, 835, 12109
16, 13128, 836, 12292
16, 12893, 837, 12056
16, 12932, 837, 12095
16, 13123, 837, 12286
16, 12985, 838, 12147
16, 13047, 838, 12209
16, 13127, 838, 12289
16, 13162, 838, 12324
16, 12890, 839, 12051
16, 13093, 839, 12254
16, 13148, 840, 12308
16, 13011, 841, 12170
16, 13170, 841, 12329
16, 13201, 841, 12360
16, 13023, 842, 12181
16, 13136, 842, 12294
16, 12983, 843, 12140
16, 13012, 843, 12169
16, 13116, 843, 12273
16, 12940, 844, 12096
16, 13098, 844, 12254
16, 12862, 845, 12017
16, 13011, 845, 12166
16, 13139, 845, 12294
16, 13058, 846, 12212
16, 12989, 847, 12142
16, 13039, 847, 12192
16, 12989, 848, 12141
16, 13074, 848, 12226
16, 13001, 849, 12152
16, 13027, 849, 12178
16, 13064, 849, 12215
16, 13072, 849, 12223
16, 12879, 850, 12029
16, 12924, 850, 12074
16, 12981, 850, 12131
16, 13023, 850, 12173
16, 12835, 851, 11984
16, 13081, 852, 12229
16, 12969, 853, 12116
16, 13008, 853, 12155
16, 13156, 855, 12301
16, 13164, 855, 12309
16, 13197, 855, 12342
16, 13065, 856, 12209
16, 13120, 867, 12253
16, 13044, 883, 12161
16, 13793, 889, 12904
16, 13659, 895, 12764
16, 13144, 902, 12242
16, 13570, 903, 12667
16, 13545, 908, 12637
16, 13628, 918, 12710
16, 13477, 921, 12556
16, 12991, 930, 12061
16, 13531, 931, 12600
16, 13694, 935, 12759
16, 13230, 938, 12292
16, 12918, 939, 11979
16, 13117, 941, 12176
16, 13239, 942, 12297
16, 13390, 946, 12444
16, 13229, 952, 12277
16, 13087, 953, 12134
16, 13205, 955, 12250
16, 13039, 959, 12080
16, 13076, 965, 12111
16, 13102, 981, 12121
16, 13018, 992, 12026
16, 13061, 1084, 11977

512, 17926, 270, 17656
512, 17457, 293, 17164
512, 17461, 297, 17164
512, 14619, 348, 14271
512, 14514, 351, 14163
512, 14431, 419, 14012
512, 14346, 454, 13892
512, 15891, 511, 15380
512, 16903, 514, 16389
512, 15976, 581, 15395
512, 15568, 682, 14886
512, 23813, 1055, 22758
512, 23813, 1065, 22748
512, 23812, 1070, 22742
512, 23824, 1070, 22754
512, 23817, 1074, 22743
512, 23804, 1076, 22728
512, 23806, 1076, 22730
512, 23819, 1077, 22742
512, 23800, 1079, 22721
512, 23811, 1079, 22732
512, 23813, 1079, 22734
512, 23825, 1079, 22746
512, 23806, 1080, 22726
512, 23820, 1080, 22740
512, 23807, 1081, 22726
512, 23817, 1081, 22736
512, 23816, 1082, 22734
512, 23801, 1084, 22717
512, 23827, 1084, 22743
512, 23802, 1085, 22717
512, 23802, 1085, 22717
512, 23809, 1085, 22724
512, 23808, 1086, 22722
512, 23825, 1086, 22739
512, 23825, 1086, 22739
512, 23802, 1087, 22715
512, 23810, 1087, 22723
512, 23810, 1087, 22723
512, 23813, 1087, 22726
512, 23817, 1087, 22730
512, 23819, 1087, 22732
512, 23824, 1087, 22737
512, 23803, 1088, 22715
512, 23809, 1088, 22721
512, 23811, 1088, 22723
512, 23811, 1089, 22722
512, 23795, 1090, 22705
512, 23798, 1090, 22708
512, 23800, 1090, 22710
512, 23801, 1090, 22711
512, 23805, 1090, 22715
512, 23808, 1090, 22718
512, 23808, 1090, 22718
512, 23809, 1090, 22719
512, 23813, 1090, 22723
512, 23822, 1090, 22732
512, 23786, 1091, 22695
512, 23795, 1091, 22704
512, 23799, 1091, 22708
512, 23815, 1091, 22724
512, 23818, 1091, 22727
512, 23809, 1092, 22717
512, 23798, 1093, 22705
512, 23799, 1093, 22706
512, 23820, 1093, 22727
512, 23795, 1094, 22701
512, 23809, 1094, 22715
512, 23816, 1094, 22722
512, 23818, 1094, 22724
512, 23807, 1095, 22712
512, 23813, 1095, 22718
512, 23813, 1095, 22718
512, 23817, 1095, 22722
512, 23822, 1095, 22727
512, 23809, 1096, 22713
512, 23809, 1096, 22713
512, 23813, 1096, 22717
512, 23814, 1096, 22718
512, 23827, 1096, 22731
512, 23805, 1097, 22708
512, 23807, 1097, 22710
512, 23809, 1097, 22712
512, 23809, 1097, 22712
512, 23811, 1097, 22714
512, 23815, 1097, 22718
512, 23816, 1097, 22719
512, 23817, 1097, 22720
512, 23820, 1097, 22723
512, 23790, 1098, 22692
512, 23809, 1098, 22711
512, 23779, 1099, 22680
512, 23797, 1099, 22698
512, 23815, 1099, 22716
512, 23760, 1100, 22660
512, 23803, 1101, 22702
512, 23819, 1101, 22718
512, 23755, 1102, 22653
512, 23800, 1102, 22698
512, 23805, 1102, 22703
512, 23806, 1102, 22704
512, 23808, 1102, 22706
512, 23810, 1102, 22708
512, 23816, 1102, 22714
512, 23819, 1102, 22717
512, 23826, 1102, 22724
512, 23802, 1103, 22699
512, 23803, 1103, 22700
512, 23817, 1103, 22714
512, 23818, 1103, 22715
512, 23793, 1104, 22689
512, 23809, 1104, 22705
512, 23811, 1104, 22707
512, 23793, 1105, 22688
512, 23798, 1105, 22693
512, 23805, 1105, 22700
512, 23798, 1106, 22692
512, 23802, 1106, 22696
512, 23804, 1106, 22698
512, 23809, 1106, 22703
512, 23811, 1106, 22705
512, 23816, 1106, 22710
512, 23825, 1106, 22719
512, 23802, 1107, 22695
512, 23804, 1107, 22697
512, 23807, 1107, 22700
512, 23796, 1108, 22688
512, 23818, 1108, 22710
512, 23829, 1108, 22721
512, 23798, 1109, 22689
512, 23804, 1109, 22695
512, 23805, 1109, 22696
512, 23783, 1110, 22673
512, 23787, 1111, 22676
512, 23806, 1111, 22695
512, 23807, 1111, 22696
512, 23813, 1111, 22702
512, 23819, 1111, 22708
512, 23801, 1113, 22688
512, 23798, 1114, 22684
512, 23813, 1114, 22699
512, 23808, 1116, 22692
512, 23811, 1116, 22695
512, 23811, 1116, 22695
512, 23817, 1116, 22701
512, 23817, 1116, 22701
512, 23800, 1121, 22679
512, 23807, 1121, 22686
512, 23808, 1121, 22687
512, 23814, 1122, 22692
512, 23810, 1123, 22687
512, 23806, 1124, 22682
512, 23786, 1126, 22660
512, 23802, 1127, 22675
512, 23811, 1129, 22682
512, 23817, 1129, 22688
512, 23804, 1130, 22674
512, 23806, 1130, 22676
512, 23814, 1130, 22684
512, 23851, 1130, 22721
512, 23851, 1130, 22721
512, 23803, 1131, 22672
512, 23804, 1131, 22673
512, 23807, 1131, 22676
512, 23801, 1132, 22669
512, 23802, 1132, 22670
512, 23795, 1133, 22662
512, 23807, 1133, 22674
512, 23790, 1134, 22656
512, 23803, 1134, 22669
512, 23811, 1134, 22677
512, 23809, 1135, 22674
512, 23821, 1135, 22686
512, 23823, 1135, 22688
512, 23805, 1137, 22668
512, 23798, 1138, 22660
512, 23799, 1138, 22661
512, 23800, 1138, 22662
512, 23809, 1138, 22671
512, 23814, 1138, 22676
512, 23815, 1138, 22677
512, 23810, 1139, 22671
512, 23810, 1139, 22671
512, 23822, 1139, 22683
512, 23790, 1140, 22650
512, 23803, 1140, 22663
512, 23806, 1140, 22666
512, 23780, 1141, 22639
512, 23797, 1141, 22656
512, 23808, 1141, 22667
512, 23806, 1142, 22664
512, 23825, 1143, 22682
512, 23841, 1143, 22698
512, 23784, 1144, 22640
512, 23859, 1144, 22715
512, 23860, 1144, 22716
512, 23824, 1146, 22678
512, 23791, 1147, 22644
512, 23804, 1149, 22655
512, 23799, 1152, 22647
512, 23801, 1152, 22649
512, 23806, 1153, 22653
512, 23830, 1154, 22676
512, 23795, 1155, 22640
512, 23838, 1155, 22683
512, 23783, 1157, 22626
512, 23800, 1157, 22643
512, 23791, 1158, 22633
512, 23792, 1158, 22634
512, 23802, 1158, 22644
512, 23811, 1158, 22653
512, 23801, 1159, 22642
512, 23806, 1159, 22647
512, 23807, 1159, 22648
512, 23814, 1163, 22651
512, 23818, 1164, 22654
512, 23804, 1165, 22639
512, 23807, 1165, 22642
512, 23814, 1165, 22649
512, 23815, 1165, 22650
512, 23791, 1166, 22625
512, 23794, 1166, 22628
512, 23793, 1167, 22626
512, 23851, 1167, 22684
512, 23798, 1168, 22630
512, 23787, 1169, 22618
512, 23793, 1170, 22623
512, 23909, 1170, 22739
512, 23853, 1172, 22681
512, 23795, 1174, 22621
512, 23800, 1174, 22626
512, 23792, 1175, 22617
512, 23794, 1175, 22619
512, 23789, 1177, 22612
512, 23797, 1178, 22619
512, 23827, 1180, 22647
512, 23854, 1180, 22674
512, 23786, 1181, 22605
512, 23794, 1181, 22613
512, 23803, 1183, 22620
512, 23791, 1184, 22607
512, 23822, 1184, 22638
512, 23825, 1185, 22640
512, 23894, 1185, 22709
512, 23783, 1187, 22596
512, 23797, 1187, 22610
512, 23838, 1187, 22651
512, 23803, 1188, 22615
512, 23784, 1189, 22595
512, 23793, 1189, 22604
512, 23813, 1189, 22624
512, 23793, 1190, 22603
512, 23814, 1190, 22624
512, 23829, 1190, 22639
512, 23862, 1194, 22668
512, 23812, 1201, 22611
512, 23875, 1202, 22673
512, 23756, 1203, 22553
512, 23792, 1203, 22589
512, 23795, 1203, 22592
512, 23788, 1208, 22580
512, 23805, 1209, 22596
512, 23865, 1209, 22656
512, 23736, 1210, 22526
512, 23790, 1210, 22580
512, 23816, 1211, 22605
512, 23784, 1213, 22571
512, 23803, 1213, 22590
512, 23828, 1219, 22609
512, 23792, 1220, 22572
512, 23783, 1221, 22562
512, 23785, 1221, 22564
512, 23831, 1221, 22610
512, 23806, 1222, 22584
512, 23814, 1224, 22590
512, 23901, 1225, 22676
512, 23782, 1226, 22556
512, 23830, 1226, 22604
512, 23783, 1229, 22554
512, 23799, 1229, 22570
512, 23917, 1230, 22687
512, 23908, 1233, 22675
512, 23865, 1236, 22629
512, 23791, 1238, 22553
512, 23800, 1239, 22561
512, 23881, 1239, 22642
512, 23793, 1240, 22553
512, 23853, 1243, 22610
512, 23917, 1243, 22674
512, 23791, 1244, 22547
512, 23878, 1244, 22634
512, 23855, 1245, 22610
512, 23869, 1245, 22624
512, 23869, 1245, 22624
512, 23773, 1249, 22524
512, 23781, 1249, 22532
512, 23803, 1249, 22554
512, 23856, 1251, 22605
512, 23871, 1251, 22620
512, 23833, 1254, 22579
512, 23794, 1259, 22535
512, 23792, 1260, 22532
512, 23801, 1260, 22541
512, 23871, 1260, 22611
512, 23852, 1261, 22591
512, 23872, 1261, 22611
512, 23783, 1262, 22521
512, 23792, 1263, 22529
512, 23833, 1264, 22569
512, 23864, 1264, 22600
512, 23792, 1266, 22526
512, 23808, 1267, 22541
512, 23871, 1267, 22604
512, 23858, 1268, 22590
512, 23857, 1269, 22588
512, 23850, 1273, 22577
512, 23857, 1273, 22584
512, 23792, 1277, 22515
512, 23858, 1277, 22581
512, 23803, 1279, 22524
512, 23850, 1279, 22571
512, 23854, 1281, 22573
512, 23783, 1282, 22501
512, 23790, 1285, 22505
512, 23849, 1285, 22564
512, 23817, 1286, 22531
512, 23779, 1287, 22492
512, 23764, 1290, 22474
512, 23776, 1290, 22486
512, 23869, 1291, 22578
512, 23778, 1293, 22485
512, 23862, 1293, 22569
512, 23778, 1294, 22484
512, 23855, 1295, 22560
512, 23769, 1297, 22472
512, 23805, 1297, 22508
512, 23773, 1298, 22475
512, 23745, 1302, 22443
512, 23832, 1303, 22529
512, 23815, 1306, 22509
512, 23858, 1306, 22552
512, 23771, 1307, 22464
512, 23782, 1309, 22473
512, 23795, 1309, 22486
512, 23802, 1310, 22492
512, 23787, 1313, 22474
512, 23787, 1313, 22474
512, 23772, 1320, 22452
512, 23861, 1324, 22537
512, 23772, 1325, 22447
512, 23773, 1329, 22444
512, 23779, 1329, 22450
512, 23793, 1329, 22464
512, 23788, 1330, 22458
512, 23789, 1334, 22455
512, 23784, 1335, 22449
512, 23823, 1335, 22488
512, 23839, 1337, 22502
512, 23768, 1339, 22429
512, 23781, 1339, 22442
512, 23834, 1341, 22493
512, 23795, 1344, 22451
512, 23784, 1346, 22438
512, 23827, 1348, 22479
512, 23835, 1348, 22487
512, 23792, 1349, 22443
512, 23811, 1354, 22457
512, 23784, 1356, 22428
512, 23818, 1358, 22460
512, 23826, 1361, 22465
512, 23742, 1362, 22380
512, 23777, 1371, 22406
512, 23774, 1382, 22392
512, 23780, 1382, 22398
512, 23840, 1390, 22450
512, 23783, 1391, 22392
512, 23837, 1404, 22433
512, 23828, 1406, 22422
512, 23706, 1416, 22290
512, 23835, 1417, 22418
512, 23842, 1426, 22416
512, 23704, 1431, 22273
512, 23546, 1434, 22112
512, 23678, 1514, 22164
