Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs
8, 1155, 1155, 0
512, 1772, 32, 1740
512, 2601, 506, 2095
512, 2601, 507, 2094
512, 2595, 508, 2087
512, 2598, 508, 2090
512, 2599, 508, 2091
512, 2600, 509, 2091
512, 2601, 509, 2092
512, 2606, 512, 2094
512, 2607, 512, 2095
512, 2584, 513, 2071
512, 2603, 515, 2088
512, 2600, 517, 2083
512, 2593, 520, 2073
512, 2587, 524, 2063
512, 2607, 524, 2083
512, 2595, 526, 2069
512, 2609, 527, 2082
512, 2600, 529, 2071
512, 2613, 529, 2084
512, 2581, 530, 2051
512, 2603, 530, 2073
512, 2593, 532, 2061
512, 2592, 535, 2057
512, 2594, 535, 2059
512, 2595, 535, 2060
512, 2601, 536, 2065
512, 2603, 537, 2066
512, 2591, 538, 2053
512, 2585, 539, 2046
512, 2596, 539, 2057
512, 2596, 540, 2056
512, 2589, 541, 2048
512, 2594, 542, 2052
512, 2597, 544, 2053
512, 2598, 544, 2054
512, 2593, 547, 2046
512, 2596, 549, 2047
512, 2594, 550, 2044
512, 2599, 550, 2049
512, 2601, 550, 2051
512, 2583, 551, 2032
512, 2591, 551, 2040
512, 2585, 554, 2031
512, 2592, 554, 2038
512, 2592, 558, 2034
512, 2590, 561, 2029
512, 2592, 562, 2030
512, 2586, 563, 2023
512, 2590, 564, 2026
512, 2581, 566, 2015
512, 2591, 566, 2025
512, 2603, 566, 2037
512, 2598, 568, 2030
512, 2595, 569, 2026
512, 2599, 572, 2027
512, 2600, 573, 2027
512, 2603, 574, 2029
512, 2585, 575, 2010
512, 2586, 575, 2011
512, 2602, 575, 2027
512, 2595, 576, 2019
512, 2583, 577, 2006
512, 2600, 577, 2023
512, 1091, 578, 513
512, 2584, 578, 2006
512, 2587, 579, 2008
512, 2589, 583, 2006
512, 2595, 583, 2012
512, 2589, 584, 2005
512, 2591, 584, 2007
512, 2582, 585, 1997
512, 2586, 587, 1999
512, 2590, 588, 2002
512, 2591, 591, 2000
512, 2604, 592, 2012
512, 2580, 593, 1987
512, 2604, 593, 2011
512, 2580, 596, 1984
512, 2592, 597, 1995
512, 2581, 598, 1983
512, 2594, 599, 1995
512, 2598, 599, 1999
512, 2586, 602, 1984
512, 2591, 608, 1983
512, 2590, 611, 1979
512, 2584, 612, 1972
512, 2592, 612, 1980
512, 2594, 612, 1982
512, 2593, 613, 1980
512, 2605, 618, 1987
512, 2588, 623, 1965
512, 2577, 630, 1947
512, 2582, 630, 1952
512, 2582, 635, 1947
