Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs
8, 8187, 4844, 3343
16, 8187, 208, 7979
16, 8187, 215, 7972
16, 8187, 215, 7972
16, 8187, 215, 7972
16, 8187, 216, 7971
16, 8187, 216, 7971
16, 8187, 217, 7970
16, 8187, 218, 7969
16, 8187, 218, 7969
16, 8187, 218, 7969
16, 8187, 219, 7968
16, 8187, 219, 7968
16, 8187, 220, 7967
16, 8187, 221, 7966
16, 8187, 221, 7966
16, 8187, 221, 7966
16, 8187, 222, 7965
16, 8187, 222, 7965
16, 8187, 222, 7965
16, 8187, 223, 7964
16, 8187, 223, 7964
16, 8187, 223, 7964
16, 8187, 224, 7963
16, 8187, 225, 7962
16, 8187, 225, 7962
16, 8187, 225, 7962
16, 8187, 225, 7962
16, 8187, 226, 7961
16, 8187, 226, 7961
16, 8187, 226, 7961
16, 8187, 226, 7961
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 227, 7960
16, 8187, 228, 7959
16, 8187, 228, 7959
16, 8187, 228, 7959
16, 8187, 228, 7959
16, 8187, 229, 7958
16, 8187, 229, 7958
16, 8187, 229, 7958
16, 8187, 229, 7958
16, 8187, 230, 7957
16, 8187, 230, 7957
16, 8187, 230, 7957
16, 8187, 230, 7957
16, 8187, 230, 7957
16, 8187, 230, 7957
16, 8187, 231, 7956
16, 8187, 231, 7956
16, 8187, 231, 7956
16, 8187, 231, 7956
16, 8187, 231, 7956
16, 8187, 232, 7955
16, 8187, 232, 7955
16, 8187, 232, 7955
16, 8187, 232, 7955
16, 8187, 233, 7954
16, 8187, 233, 7954
16, 8187, 233, 7954
16, 8187, 233, 7954
16, 8187, 233, 7954
16, 8187, 233, 7954
16, 8187, 234, 7953
16, 8187, 234, 7953
16, 8187, 234, 7953
16, 8187, 234, 7953
16, 8187, 235, 7952
16, 8187, 235, 7952
16, 8187, 236, 7951
16, 8187, 236, 7951
16, 8187, 236, 7951
16, 8187, 236, 7951
16, 8187, 237, 7950
16, 8187, 237, 7950
16, 8187, 237, 7950
16, 8187, 238, 7949
16, 8187, 238, 7949
16, 8187, 239, 7948
16, 8187, 240, 7947
16, 8187, 240, 7947
16, 8187, 241, 7946
16, 8187, 242, 7945
16, 8187, 242, 7945
16, 8187, 243, 7944
16, 8187, 243, 7944
16, 8187, 245, 7942
16, 8187, 248, 7939
16, 8187, 249, 7938
16, 8187, 256, 7931
16, 8187, 610, 7577
16, 8187, 615, 7572
16, 8187, 619, 7568
16, 8187, 629, 7558
16, 8187, 638, 7549
16, 8187, 654, 7533
16, 8187, 657, 7530
16, 8187, 663, 7524
16, 8187, 666, 7521
16, 8187, 668, 7519
16, 8187, 671, 7516
16, 8187, 677, 7510
16, 8187, 683, 7504
16, 8187, 690, 7497
16, 8187, 700, 7487
16, 8187, 701, 7486
16, 8187, 702, 7485
16, 8187, 702, 7485
16, 8187, 702, 7485
16, 8187, 703, 7484
16, 8187, 706, 7481
16, 8187, 706, 7481
16, 8187, 706, 7481
16, 8187, 706, 7481
16, 8187, 708, 7479
16, 8187, 710, 7477
16, 8187, 711, 7476
16, 8187, 711, 7476
16, 8187, 713, 7474
16, 8187, 718, 7469
16, 8187, 724, 7463
16, 8187, 725, 7462
16, 8187, 728, 7459
16, 8187, 730, 7457
16, 8187, 732, 7455
16, 8187, 733, 7454
16, 8187, 734, 7453
16, 8187, 736, 7451
16, 8187, 737, 7450
16, 8187, 743, 7444
16, 8187, 748, 7439
16, 8187, 749, 7438
16, 8187, 750, 7437
16, 8187, 750, 7437
16, 8187, 752, 7435
16, 8187, 753, 7434
16, 8187, 754, 7433
16, 8187, 754, 7433
16, 8187, 755, 7432
16, 8187, 755, 7432
16, 8187, 755, 7432
16, 8187, 756, 7431
16, 8187, 756, 7431
16, 8187, 756, 7431
16, 8187, 758, 7429
16, 8187, 758, 7429
16, 8187, 759, 7428
16, 8187, 759, 7428
16, 8187, 759, 7428
16, 8187, 760, 7427
16, 8187, 760, 7427
16, 8187, 760, 7427
16, 8187, 760, 7427
